ward_id,district_id,province_id,name,type,legacy_alias
osm_ward_15681834,,33,Ninh Thạnh Lợi,xã,
osm_ward_15681836,,33,Vĩnh Lộc,xã,
osm_ward_15681839,,33,Hồng Dân,xã,
osm_ward_15681840,,33,Ninh Quới,xã,
osm_ward_15682115,,33,Phong Hiệp,xã,
osm_ward_15682117,,33,Vĩnh Phước,xã,
osm_ward_15682119,,33,Phước Long,xã,
osm_ward_15682121,,33,Vĩnh Thanh,xã,
osm_ward_15684558,,33,Hưng Hội,xã,
osm_ward_15684560,,33,Vĩnh Lợi,xã,
osm_ward_15684563,,33,Châu Thới,xã,
osm_ward_15684656,,33,Hòa Bình,xã,
osm_ward_15684659,,33,Vĩnh Mỹ,xã,
osm_ward_15684662,,33,Vĩnh Hậu,xã,
osm_ward_15687977,,33,Đông Hải,xã,
osm_ward_15687980,,33,Gành Hào,xã,
osm_ward_15687982,,33,Long Điền,xã,
osm_ward_15687984,,33,An Trạch,xã,
osm_ward_15687986,,33,Định Thành,xã,
osm_ward_15689346,,33,Trần Phán,xã,
osm_ward_15689348,,33,Quách Phẩm,xã,
osm_ward_15689349,,33,Thanh Tùng,xã,
osm_ward_15689352,,33,Đầm Dơi,xã,
osm_ward_15689354,,33,Tạ An Khương,xã,
osm_ward_15689357,,33,Tân Thuận,xã,
osm_ward_15689358,,33,Tân Tiến,xã,
osm_ward_15712434,,31,Tam Ngãi,xã,
osm_ward_15712435,,31,An Phú Tân,xã,
osm_ward_15712437,,31,Cầu Kè,xã,
osm_ward_15712440,,31,Phong Thạnh,xã,
osm_ward_15718164,,31,Nhị Long,xã,
osm_ward_15718165,,31,Càng Long,xã,
osm_ward_15718168,,31,An Trường,xã,
osm_ward_15718169,,31,Bình Phú,xã,
osm_ward_15718173,,31,Tân An,xã,
osm_ward_15742706,,31,Long Hiệp,xã,
osm_ward_15742709,,31,Tập Sơn,xã,
osm_ward_15742712,,31,Lưu Nghiệp Anh,xã,
osm_ward_15742715,,31,Trà Cú,xã,
osm_ward_15742717,,31,Hàm Giang,xã,
osm_ward_15742720,,31,Đại An,xã,
osm_ward_15749953,,31,Tiểu Cần,xã,
osm_ward_15749956,,31,Tập Ngãi,xã,
osm_ward_15749959,,31,Hùng Hòa,xã,
osm_ward_15749960,,31,Tân Hòa,xã,
osm_ward_15754859,,31,Nguyệt Hóa,phường,
osm_ward_15754861,,31,Song Lộc,xã,
osm_ward_15754865,,31,Châu Thành,xã,
osm_ward_15754869,,31,Hòa Thuận,phường,
osm_ward_15754870,,31,Hưng Mỹ,xã,
osm_ward_15754871,,31,Hòa Minh,xã,
osm_ward_15754872,,31,Long Hòa,xã,
osm_ward_15761595,,31,Mỹ Long,xã,
osm_ward_15761598,,31,Hiệp Mỹ,xã,
osm_ward_15761602,,31,Cầu Ngang,xã,
osm_ward_15761604,,31,Vinh Kim,xã,
osm_ward_15761608,,31,Nhị Trường,xã,
osm_ward_15780618,,31,Mỏ Cày,xã,
osm_ward_15786149,,31,Thới Thuận,xã,
osm_ward_15786151,,31,Thạnh Phước,xã,
osm_ward_15786153,,31,Bình Đại,xã,
osm_ward_15786155,,31,Thạnh Trị,xã,
osm_ward_15786159,,31,Lộc Thuận,xã,
osm_ward_15786164,,31,Châu Hưng,xã,
osm_ward_15786165,,31,Phú Thuận,xã,
osm_ward_15789752,,30,Gò Dầu,phường,
osm_ward_15789753,,30,Phước Thạnh,xã,
osm_ward_15789758,,30,Thạnh Đức,xã,
osm_ward_15790097,,30,Bến Cầu,xã,
osm_ward_15790099,,30,Long Thuận,xã,
osm_ward_15790103,,30,Long Chữ,xã,
osm_ward_15793131,,30,Dương Minh Châu,xã,
osm_ward_15793136,,30,Cầu Khởi,xã,
osm_ward_15793137,,30,Truông Mít,xã,
osm_ward_15793138,,30,Lộc Ninh,xã,
osm_ward_15796260,,30,Thanh Điền,phường,
osm_ward_15796263,,30,Châu Thành,xã,
osm_ward_15796267,,30,Hảo Đước,xã,
osm_ward_15796268,,30,Phước Vinh,xã,
osm_ward_15796271,,30,Hòa Hội,xã,
osm_ward_15796273,,30,Ninh Điền,xã,
osm_ward_15801666,,30,Trà Vong,xã,
osm_ward_15801672,,30,Thạnh Bình,xã,
osm_ward_15801674,,30,Tân Lập,xã,
osm_ward_15801693,,30,Tân Biên,xã,
osm_ward_15817789,,30,Tân Phú,xã,
osm_ward_15817791,,30,Tân Châu,xã,
osm_ward_15817793,,30,Tân Thành,xã,
osm_ward_15817794,,30,Tân Hòa,xã,
osm_ward_15817796,,30,Tân Đông,xã,
osm_ward_15817798,,30,Tân Hội,xã,
osm_ward_15817968,,31,Giồng Trôm,xã,
osm_ward_15817969,,31,Châu Hòa,xã,
osm_ward_15817970,,31,Tân Hào,xã,
osm_ward_15817971,,31,Hưng Nhượng,xã,
osm_ward_15817974,,31,Lương Hòa,xã,
osm_ward_15817979,,31,Lương Phú,xã,
osm_ward_15817982,,31,Phước Long,xã,
osm_ward_15819805,,31,Đồng Khởi,xã,
osm_ward_15819811,,31,Thành Thới,xã,
osm_ward_15819813,,31,An Định,xã,
osm_ward_15819819,,31,Hương Mỹ,xã,
osm_ward_15825254,,31,An Qui,xã,
osm_ward_15825259,,31,Thạnh Phong,xã,
osm_ward_15825261,,31,Thạnh Phú,xã,
osm_ward_15825262,,31,Thạnh Hải,xã,
osm_ward_15825267,,31,Quới Điền,xã,
osm_ward_15825270,,31,Đại Điền,xã,
osm_ward_15828198,,31,An Hiệp,xã,
osm_ward_15828200,,31,Ba Tri,xã,
osm_ward_15828202,,31,An Ngãi Trung,xã,
osm_ward_15828206,,31,Mỹ Chánh Hòa,xã,
osm_ward_15828209,,31,Tân Xuân,xã,
osm_ward_15828216,,31,Tân Thủy,xã,
osm_ward_15828218,,31,Bảo Thạnh,xã,
osm_ward_15848502,,04,Hòa Tiến,xã,
osm_ward_15848504,,04,Hòa Vang,xã,
osm_ward_15848508,,04,Bà Nà,xã,
osm_ward_15848509,,04,Liên Chiểu,phường,
osm_ward_15855151,,29,Bù Gia Mập,xã,
osm_ward_15855152,,29,Đăk Ơ,xã,
osm_ward_15855154,,29,Phú Nghĩa,xã,
osm_ward_15855157,,29,Đa Kia,xã,
osm_ward_15870135,,29,Hưng Phước,xã,
osm_ward_15870136,,29,Thiện Hưng,xã,
osm_ward_15870139,,29,Tân Tiến,xã,
osm_ward_15924739,,29,Lộc Ninh,phường,
osm_ward_15924740,,29,Lộc Tấn,xã,
osm_ward_15924741,,29,Lộc Thạnh,xã,
osm_ward_15924743,,29,Lộc Quang,xã,
osm_ward_15963937,,29,Lộc Thành,xã,
osm_ward_15963938,,29,Lộc Hưng,xã,
osm_ward_15978771,,16,An Tường,phường,
osm_ward_15978773,,16,Nông Tiến,phường,
osm_ward_15980440,,16,Minh Xuân,phường,
osm_ward_16003664,,29,Tân Hưng,xã,
osm_ward_16003666,,29,Tân Quan,xã,
osm_ward_16003667,,29,Tân Khai,phường,
osm_ward_16003670,,29,Minh Đức,xã,
osm_ward_16013452,,16,Hùng Lợi,xã,
osm_ward_16064585,,29,Phú Trung,xã,
osm_ward_16064586,,29,Phú Riềng,xã,
osm_ward_16064587,,29,Bình Tân,xã,
osm_ward_16064592,,29,Long Hà,xã,
osm_ward_16071698,,27,La Gi,phường,
osm_ward_16071699,,27,Phước Hội,phường,
osm_ward_16071900,,27,Tân Hải,xã,
osm_ward_16074366,,26,Bảo An,phường,
osm_ward_16074369,,26,Đô Vinh,phường,
osm_ward_16074980,,26,Đông Hải,phường,
osm_ward_16074981,,26,Phan Rang,phường,
osm_ward_16075211,,26,Ninh Chử,phường,
osm_ward_16126126,,29,Thọ Sơn,xã,
osm_ward_16126127,,29,Đak Nhau,xã,
osm_ward_16126129,,29,Bom Bo,xã,
osm_ward_16126133,,29,Bù Đăng,xã,
osm_ward_16126135,,29,Phước Sơn,xã,
osm_ward_16126139,,29,Nghĩa Trung,xã,
osm_ward_16139016,,25,Nhơn Châu,xã,
osm_ward_16139323,,26,Ba Ngòi,phường,
osm_ward_16139327,,26,Bắc Cam Ranh,phường,
osm_ward_16140100,,26,Cam Ranh,phường,
osm_ward_16140101,,26,Cam Linh,phường,
osm_ward_16140246,,26,Nam Cam Ranh,xã,
osm_ward_16190351,,20,Xuân Cẩm,xã,
osm_ward_16203649,,26,Nha Trang,phường,
osm_ward_16203955,,26,Bắc Nha Trang,phường,
osm_ward_16204932,,29,Đồng Phú,phường,
osm_ward_16204938,,29,Tân Lợi,xã,
osm_ward_16204940,,29,Đồng Tâm,xã,
osm_ward_16204941,,29,Thuận Lợi,xã,
osm_ward_16205486,,26,Nam Nha Trang,phường,
osm_ward_16205487,,26,Tây Nha Trang,phường,
osm_ward_16250896,,27,Cát Tiên 3,xã,
osm_ward_16250897,,27,Cát Tiên 2,xã,
osm_ward_16250901,,27,Cát Tiên,xã,
osm_ward_16269756,,27,Đạ Tẻh 2,xã,
osm_ward_16269759,,27,Đạ Tẻh 3,xã,
osm_ward_16269764,,27,Đạ Tẻh,xã,
osm_ward_16371502,,27,Đạ Huoai 3,xã,
osm_ward_16371504,,27,Đạ Huoai 2,xã,
osm_ward_16371509,,27,Đạ Huoai,xã,
osm_ward_16442348,,27,1 Bảo Lộc,phường,
osm_ward_16442349,,27,2 Bảo Lộc,phường,
osm_ward_16442350,,27,3 Bảo Lộc,phường,
osm_ward_16442351,,27,B Lao,phường,
osm_ward_16622966,,27,Bảo Lâm 4,xã,
osm_ward_16622969,,27,Bảo Lâm 5,xã,
osm_ward_16622972,,27,Bảo Lâm 1,xã,
osm_ward_16635043,,27,Bảo Lâm 3,xã,
osm_ward_16635044,,27,Bảo Lâm 2,xã,
osm_ward_16775081,,27,Hòa Ninh,xã,
osm_ward_16775084,,27,Đinh Trang Thượng,xã,
osm_ward_16782760,,27,Di Linh,xã,
osm_ward_16801799,,27,Hòa Bắc,xã,
osm_ward_16827644,,27,Sơn Điền,xã,
osm_ward_17012706,,27,Xuân Hương Đà Lạt,phường,
osm_ward_17012708,,27,Lâm Viên Đà Lạt,phường,
osm_ward_17012710,,27,Xuân Trường Đà Lạt,phường,
osm_ward_17012712,,27,Cam Ly Đà Lạt,phường,
osm_ward_17013092,,27,Gia Hiệp,xã,
osm_ward_17013093,,27,Bảo Thuận,xã,
osm_ward_17054573,,27,Phan Rí Cửa,xã,
osm_ward_17054743,,27,Tuy Phong,xã,
osm_ward_17054746,,26,Liên Hương,xã,
osm_ward_17054748,,27,Vĩnh Hảo,xã,
osm_ward_17055279,,27,Sơn Mỹ,xã,
osm_ward_17055280,,27,Hàm Tân,xã,
osm_ward_17055609,,27,Tân Minh,xã,
osm_ward_17058448,,27,Tân Thành,xã,
osm_ward_17058450,,27,Tân Lập,xã,
osm_ward_17058452,,27,Hàm Thuận Nam,xã,
osm_ward_17058740,,27,Hàm Kiệm,xã,
osm_ward_17058743,,27,Hàm Thạnh,xã,
osm_ward_17059701,,27,Hòa Thắng,xã,
osm_ward_17061758,,27,Hồng Thái,xã,
osm_ward_17061762,,27,Bắc Bình,xã,
osm_ward_17061765,,27,Hải Ninh,xã,
osm_ward_17064182,,27,Lương Sơn,xã,
osm_ward_17064183,,27,Sông Lũy,xã,
osm_ward_17064186,,27,Phan Sơn,xã,
osm_ward_17070161,,27,Trà Tân,xã,
osm_ward_17070163,,27,Hoài Đức,xã,
osm_ward_17070687,,26,Ninh Hòa,phường,
osm_ward_17070755,,27,Đức Linh,xã,
osm_ward_17070758,,27,Nam Thành,xã,
osm_ward_17073629,,27,Suối Kiết,xã,
osm_ward_17073633,,27,Tánh Linh,xã,
osm_ward_17075632,,27,Đồng Kho,xã,
osm_ward_17075634,,27,Bắc Ruộng,xã,
osm_ward_17075636,,27,Nghị Đức,xã,
osm_ward_17077146,,27,La Dạ,xã,
osm_ward_17077149,,27,Đông Giang,xã,
osm_ward_17077329,,26,Nam Ninh Hòa,xã,
osm_ward_17079641,,26,Hòa Thắng,phường,
osm_ward_17079643,,26,Đông Ninh Hòa,phường,
osm_ward_17079645,,26,Tây Ninh Hòa,xã,
osm_ward_17082270,,26,Bắc Ninh Hòa,xã,
osm_ward_17082272,,26,Hòa Trí,xã,
osm_ward_17082273,,26,Tân Định,xã,
osm_ward_17082758,,27,Hàm Thuận,xã,
osm_ward_17082759,,27,Hàm Thuận Bắc,xã,
osm_ward_17082764,,27,Hồng Sơn,xã,
osm_ward_17083176,,27,Hàm Thắng,phường,
osm_ward_17083178,,27,Hàm Liêm,xã,
osm_ward_17137598,,27,Đức Trọng,xã,
osm_ward_17137600,,27,Tân Hội,xã,
osm_ward_17137603,,27,Tà Hine,xã,
osm_ward_17137604,,27,Ninh Gia,xã,
osm_ward_17150942,,27,Tà Năng,xã,
osm_ward_17191108,,27,Hiệp Thạnh,xã,
osm_ward_17250461,,27,Nam Hà Lâm Hà,xã,
osm_ward_17250462,,27,Nam Ban Lâm Hà,xã,
osm_ward_17250468,,27,Tân Hà Lâm Hà,xã,
osm_ward_17250469,,27,Đinh Văn Lâm Hà,xã,
osm_ward_17269141,,27,Phú Sơn Lâm Hà,xã,
osm_ward_17269144,,27,Phúc Thọ Lâm Hà,xã,
osm_ward_17320342,,27,Đam Rông 1,xã,
osm_ward_17358876,,27,Đam Rông 2,xã,
osm_ward_17358877,,27,Đam Rông 3,xã,
osm_ward_17412026,,27,D Ran,xã,
osm_ward_17412028,,27,Ka Đô,xã,
osm_ward_17412029,,27,Quảng Lập,xã,
osm_ward_17412034,,27,Đơn Dương,xã,
osm_ward_17442730,,27,Lạc Dương,xã,
osm_ward_17442731,,27,Lang Biang Đà Lạt,phường,
osm_ward_17442732,,27,Đam Rông 4,xã,
osm_ward_17500732,,27,Nhân Cơ,xã,
osm_ward_17500734,,27,Kiến Đức,xã,
osm_ward_17500737,,27,Quảng Tín,xã,
osm_ward_17527154,,27,Đông Gia Nghĩa,phường,
osm_ward_17527156,,27,Bắc Gia Nghĩa,phường,
osm_ward_17527157,,27,Nam Gia Nghĩa,phường,
osm_ward_17563765,,27,Quảng Sơn,xã,
osm_ward_17563769,,27,Tà Đùng,xã,
osm_ward_17563770,,27,Quảng Khê,xã,
osm_ward_17563771,,27,Quảng Hòa,xã,
osm_ward_17567483,,28,Buôn Ma Thuột,phường,
osm_ward_17567484,,28,Tân An,phường,
osm_ward_17567485,,28,Tân Lập,phường,
osm_ward_17569012,,28,Hòa Phú,xã,
osm_ward_17569015,,28,Ea Kao,phường,
osm_ward_17569018,,28,Thành Nhất,phường,
osm_ward_17596559,,27,Tuy Đức,xã,
osm_ward_17596561,,27,Quảng Tân,xã,
osm_ward_17596563,,27,Quảng Trực,xã,
osm_ward_17606321,,26,Xuân Hải,xã,
osm_ward_17606327,,26,Vĩnh Hải,xã,
osm_ward_17606330,,26,Công Hải,xã,
osm_ward_17606334,,26,Bác Ái Tây,xã,
osm_ward_17606337,,26,Bác Ái,xã,
osm_ward_17606342,,26,Bác Ái Đông,xã,
osm_ward_17609698,,26,Phước Hà,xã,
osm_ward_17609702,,26,Thuận Nam,xã,
osm_ward_17609703,,26,Cà Ná,xã,
osm_ward_17609705,,26,Phước Dinh,xã,
osm_ward_17609708,,26,Ninh Phước,xã,
osm_ward_17609709,,26,Phước Hữu,xã,
osm_ward_17609713,,26,Phước Hậu,xã,
osm_ward_17609716,,26,Mỹ Sơn,xã,
osm_ward_17609717,,26,Anh Dũng,xã,
osm_ward_17609720,,26,Ninh Sơn,xã,
osm_ward_17609722,,26,Lâm Sơn,xã,
osm_ward_17642797,,27,Nâm Nung,xã,
osm_ward_17642801,,27,Nam Đà,xã,
osm_ward_17642802,,27,Krông Nô,xã,
osm_ward_17642806,,27,Quảng Phú,xã,
osm_ward_17671860,,27,Đắk Song,xã,
osm_ward_17671863,,27,Thuận Hạnh,xã,
osm_ward_17677775,,27,Trường Xuân,xã,
osm_ward_17677776,,27,Đức An,xã,
osm_ward_17715826,,27,Đắk Sắk,xã,
osm_ward_17715828,,27,Đức Lập,xã,
osm_ward_17715829,,27,Thuận An,xã,
osm_ward_17723139,,27,Đắk Mil,xã,
osm_ward_17752042,,27,Đắk Wil,xã,
osm_ward_17752044,,27,Nam Dong,xã,
osm_ward_17752048,,27,Cư Jút,xã,
osm_ward_17776226,,20,Mão Điền,phường,
osm_ward_17776228,,20,Trạm Lộ,phường,
osm_ward_17776230,,20,Ninh Xá,phường,
osm_ward_17777467,,20,Song Liễu,phường,
osm_ward_17777471,,20,Trí Quả,phường,
osm_ward_17781589,,20,Chi Lăng,phường,
osm_ward_17822627,,28,Liên Sơn Lắk,xã,
osm_ward_17822628,,28,Đắk Liêng,xã,
osm_ward_17822630,,28,Đắk Phơi,xã,
osm_ward_17822632,,28,Nam Ka,xã,
osm_ward_17822635,,28,Krông Nô,xã,
osm_ward_17870573,,28,Yang Mao,xã,
osm_ward_17870575,,28,Cư Pui,xã,
osm_ward_17870578,,28,Krông Bông,xã,
osm_ward_17870580,,28,Dang Kang,xã,
osm_ward_17870584,,28,Hòa Sơn,xã,
osm_ward_17916114,,28,Ea Trang,xã,
osm_ward_17916115,,28,Cư M ta,xã,
osm_ward_17916116,,28,M Drắk,xã,
osm_ward_17916117,,28,Ea Riêng,xã,
osm_ward_17916120,,28,Cư Prao,xã,
osm_ward_17916123,,28,Krông Á,xã,
osm_ward_17938381,,28,Ea Na,xã,
osm_ward_17938384,,28,Dur Kmăl,xã,
osm_ward_17938386,,28,Krông Ana,xã,
osm_ward_17965057,,28,Ea Ktur,xã,
osm_ward_17965059,,28,Ea Ning,xã,
osm_ward_17965063,,28,Dray Bhăng,xã,
osm_ward_18022777,,28,Tân Tiến,xã,
osm_ward_18022779,,28,Krông Pắc,xã,
osm_ward_18022783,,28,Ea Knuếc,xã,
osm_ward_18033772,,28,Ea Kly,xã,
osm_ward_18033775,,28,Vụ Bổn,xã,
osm_ward_18033776,,28,Ea Phê,xã,
osm_ward_18115030,,28,Ea Kar,xã,
osm_ward_18115032,,28,Ea Knốp,xã,
osm_ward_18115035,,28,Ea Păl,xã,
osm_ward_18115036,,28,Cư Yang,xã,
osm_ward_18115040,,28,Ea Ô,xã,
osm_ward_18227894,,28,Ea Drông,xã,
osm_ward_18227899,,28,Buôn Hồ,phường,
osm_ward_18227902,,28,Cư Bao,phường,
osm_ward_18256952,,03,Thiên Hương,phường,
osm_ward_18256961,,03,Lưu Kiếm,phường,
osm_ward_18270239,,20,Tam Sơn,phường,
osm_ward_18305003,,20,Phương Liễu,phường,
osm_ward_18305124,,20,Nam Sơn,phường,
osm_ward_18305255,,20,Nhân Hòa,phường,
osm_ward_18305437,,20,Bồng Lai,phường,
osm_ward_18305439,,20,Hạp Lĩnh,phường,
osm_ward_18307849,,20,Vũ Ninh,phường,
osm_ward_18309842,,20,Kinh Bắc,phường,
osm_ward_18309844,,20,Võ Cường,phường,
osm_ward_18312917,,20,Phù Lãng,phường,
osm_ward_18316811,,20,Đại Đồng,xã,
osm_ward_18317420,,20,Đồng Nguyên,phường,
osm_ward_18317425,,20,Phù Khê,phường,
osm_ward_18317719,,20,Đào Viên,phường,
osm_ward_18337738,,28,Ea Kiết,xã,
osm_ward_18337739,,28,Ea M Droh,xã,
osm_ward_18337744,,28,Cư M gar,xã,
osm_ward_18337747,,28,Quảng Phú,xã,
osm_ward_18337751,,28,Ea Tul,xã,
osm_ward_18337753,,28,Cuôr Đăng,xã,
osm_ward_18364393,,28,Buôn Đôn,xã,
osm_ward_18390685,,28,Ea Wer,xã,
osm_ward_18392160,,28,Ea Nuôl,xã,
osm_ward_18439792,,20,Nhân Thắng,phường,
osm_ward_18439966,,20,Đại Lai,xã,
osm_ward_18465772,,20,Cao Đức,xã,
osm_ward_18469581,,20,Đông Cứu,xã,
osm_ward_18469701,,20,Trung Kênh,xã,
osm_ward_18481212,,20,Trung Chính,xã,
osm_ward_18481319,,20,Lâm Thao,xã,
osm_ward_18481557,,20,Tân Chi,xã,
osm_ward_18481850,,20,Phật Tích,xã,
osm_ward_18485891,,20,Liên Bão,xã,
osm_ward_18496865,,28,Cư Pơng,xã,
osm_ward_18496866,,28,Krông Búk,xã,
osm_ward_18496868,,28,Pơng Drang,xã,
osm_ward_18508489,,20,Tam Đa,xã,
osm_ward_18509071,,20,Yên Trung,xã,
osm_ward_18509763,,20,Tam Giang,xã,
osm_ward_18514983,,20,Văn Môn,xã,
osm_ward_18646883,,28,Dliê Ya,xã,
osm_ward_18646887,,28,Tam Giang,xã,
osm_ward_18646890,,28,Krông Năng,xã,
osm_ward_18646892,,28,Phú Xuân,xã,
osm_ward_18649617,,20,Tân Sơn,xã,
osm_ward_18649815,,20,Sa Lý,xã,
osm_ward_18649967,,20,Biển Động,xã,
osm_ward_18653509,,20,Sơn Hải,xã,
osm_ward_18653821,,20,Biên Sơn,xã,
osm_ward_18654013,,20,Phượng Sơn,phường,
osm_ward_18654054,,20,Đèo Gia,xã,
osm_ward_18654095,,20,Nam Dương,xã,
osm_ward_18654096,,20,Kiên Lao,xã,
osm_ward_18658622,,20,Dương Hưu,xã,
osm_ward_18699320,,20,An Lạc,xã,
osm_ward_18699321,,20,Đông Phú,xã,
osm_ward_18699355,,20,Đại Sơn,xã,
osm_ward_18699430,,20,Tây Yên Tử,xã,
osm_ward_18699448,,20,Tuấn Đạo,xã,
osm_ward_18699478,,20,Nghĩa Phương,xã,
osm_ward_18707946,,20,Yên Định,xã,
osm_ward_18707983,,20,Bắc Lũng,xã,
osm_ward_18720279,,28,Ia Rvê,xã,
osm_ward_18720281,,28,Ea Bung,xã,
osm_ward_18720282,,28,Ea Súp,xã,
osm_ward_18726310,,20,Cẩm Lý,xã,
osm_ward_18726331,,20,Trường Sơn,xã,
osm_ward_18726339,,20,Lục Sơn,xã,
osm_ward_18742774,,28,Ia Lốp,xã,
osm_ward_18742775,,28,Ea Rốk,xã,
osm_ward_18758357,,20,Bắc Giang,phường,
osm_ward_18758370,,20,Tân Tiến,phường,
osm_ward_18758380,,20,Tiền Phong,phường,
osm_ward_18759231,,20,Đồng Việt,xã,
osm_ward_18759422,,20,Đa Mai,phường,
osm_ward_18759461,,20,Nhã Nam,xã,
osm_ward_18759494,,20,Vân Sơn,xã,
osm_ward_18759499,,20,Mỹ Thái,xã,
osm_ward_18762684,,20,Tân Dĩnh,xã,
osm_ward_18762724,,20,Tiên Lục,xã,
osm_ward_18763054,,20,Kép,phường,
osm_ward_18763210,,20,Yên Dũng,phường,
osm_ward_18787162,,20,Cảnh Thụy,phường,
osm_ward_18787303,,20,Phúc Hòa,xã,
osm_ward_18787338,,20,Tân An,phường,
osm_ward_18787456,,20,Ngọc Thiện,xã,
osm_ward_18787478,,20,Quang Trung,xã,
osm_ward_18787504,,20,Nếnh,phường,
osm_ward_18788173,,20,Tự Lạn,phường,
osm_ward_18788336,,28,Ea Hiao,xã,
osm_ward_18788341,,28,Ea Khăl,xã,
osm_ward_18788343,,28,Ea Wy,xã,
osm_ward_18788345,,28,Ea Drăng,xã,
osm_ward_18788347,,28,Ea H Leo,xã,
osm_ward_18802196,,20,Tam Tiến,xã,
osm_ward_18802345,,20,Hoàng Vân,xã,
osm_ward_18802476,,20,Bố Hạ,phường,
osm_ward_18802500,,20,Đồng Kỳ,xã,
osm_ward_18820860,,20,Vân Hà,phường,
osm_ward_18846899,,20,Xuân Lương,xã,
osm_ward_18847020,,20,Hợp Thịnh,xã,
osm_ward_18888798,,03,Nguyễn Trãi,phường,
osm_ward_19246057,,23,Đồng Thuận,phường,Quảng Bình
osm_ward_19246058,,23,Đồng Hới,phường,Quảng Bình
osm_ward_19246059,,23,Đồng Sơn,phường,Quảng Bình
osm_ward_19246337,,23,Nam Trạch,xã,Quảng Bình
osm_ward_19246338,,23,Hoàn Lão,xã,Quảng Bình
osm_ward_19249375,,23,Quảng Ninh,xã,Quảng Bình
osm_ward_19249376,,23,Ninh Châu,xã,Quảng Bình
osm_ward_19249377,,23,Trường Ninh,xã,Quảng Bình
osm_ward_19249378,,23,Trường Sơn,xã,Quảng Bình
osm_ward_19256449,,23,Cam Hồng,xã,Quảng Bình
osm_ward_19256450,,23,Lệ Thủy,xã,Quảng Bình
osm_ward_19256451,,23,Lệ Ninh,xã,Quảng Bình
osm_ward_19256452,,23,Kim Ngân,xã,Quảng Bình
osm_ward_19257676,,23,Sen Ngư,xã,Quảng Bình
osm_ward_19257677,,23,Trường Phú,xã,Quảng Bình
osm_ward_19257678,,23,Tân Mỹ,xã,Quảng Bình
osm_ward_19260477,,12,Đào Duy Từ,phường,
osm_ward_19260478,,12,Tĩnh Gia,phường,
osm_ward_19260479,,12,Ngọc Sơn,phường,
osm_ward_19260502,,02,Cầu Ông Lãnh,phường,
osm_ward_19260503,,02,Bến Thành,phường,
osm_ward_19260504,,02,Sài Gòn,phường,
osm_ward_19260505,,02,Tân Định,phường,
osm_ward_19260545,,02,Nhiêu Lộc,phường,
osm_ward_19260546,,02,Xuân Hòa,phường,
osm_ward_19260547,,02,Bàn Cờ,phường,
osm_ward_19260588,,02,Xóm Chiếu,phường,
osm_ward_19260589,,02,Khánh Hội,phường,
osm_ward_19260590,,02,Vĩnh Hội,phường,
osm_ward_19260681,,02,Chợ Lớn,phường,
osm_ward_19260682,,02,An Đông,phường,
osm_ward_19260683,,02,Chợ Quán,phường,
osm_ward_19260733,,02,Bình Phú,phường,
osm_ward_19260734,,02,Phú Lâm,phường,
osm_ward_19260735,,02,Bình Tây,phường,
osm_ward_19260736,,02,Bình Tiên,phường,
osm_ward_19260758,,02,Minh Phụng,phường,
osm_ward_19260759,,02,Bình Thới,phường,
osm_ward_19260760,,02,Hòa Bình,phường,
osm_ward_19260761,,02,Phú Thọ,phường,
osm_ward_19260769,,02,Hòa Hưng,phường,
osm_ward_19260770,,02,Vườn Lài,phường,
osm_ward_19260771,,02,Diên Hồng,phường,
osm_ward_19260925,,02,Chánh Hưng,phường,
osm_ward_19260926,,02,Phú Định,phường,
osm_ward_19260927,,02,Bình Đông,phường,
osm_ward_19260953,,02,Bình Lợi Trung,phường,
osm_ward_19260954,,02,Bình Thạnh,phường,
osm_ward_19260955,,02,Gia Định,phường,
osm_ward_19260956,,02,Thạnh Mỹ Tây,phường,
osm_ward_19260957,,02,Bình Quới,phường,
osm_ward_19261092,,02,An Nhơn,phường,
osm_ward_19261093,,02,Hạnh Thông,phường,
osm_ward_19261094,,02,Gò Vấp,phường,
osm_ward_19261095,,02,An Hội Đông,phường,
osm_ward_19261096,,02,Thông Tây Hội,phường,
osm_ward_19261097,,02,An Hội Tây,phường,
osm_ward_19261233,,02,Tân Hòa,phường,
osm_ward_19261234,,02,Tân Sơn Hòa,phường,
osm_ward_19261235,,02,Tân Sơn Nhất,phường,
osm_ward_19261236,,02,Bảy Hiền,phường,
osm_ward_19261237,,02,Tân Bình,phường,
osm_ward_19261238,,02,Tân Sơn,phường,
osm_ward_19261674,,02,Phú Nhuận,phường,
osm_ward_19261675,,02,Cầu Kiệu,phường,
osm_ward_19261676,,02,Đức Nhuận,phường,
osm_ward_19262130,,03,Gia Viên,phường,
osm_ward_19262131,,03,Ngô Quyền,phường,
osm_ward_19262156,,03,Lê Chân,phường,
osm_ward_19262157,,03,An Biên,phường,
osm_ward_19263155,,03,Hồng Bàng,phường,
osm_ward_19263156,,03,Hồng An,phường,
osm_ward_19263415,,03,Đông Hải,phường,
osm_ward_19263416,,03,Hải An,phường,
osm_ward_19265002,,03,Đồ Sơn,phường,
osm_ward_19265003,,03,Nam Đồ Sơn,phường,
osm_ward_19265171,,03,Kiến An,phường,
osm_ward_19265172,,03,Phù Liễn,phường,
osm_ward_19266158,,03,Hưng Đạo,phường,
osm_ward_19266159,,03,Dương Kinh,phường,
osm_ward_19266304,,03,Bạch Đằng,phường,
