ward_id,district_id,province_id,name,type,legacy_alias
osm_ward_19266305,,03,Nam Triệu,phường,
osm_ward_19266306,,03,Hòa Bình,phường,
osm_ward_19266307,,03,Thủy Nguyên,phường,
osm_ward_19266421,,03,Lê Ích Mộc,phường,
osm_ward_19266422,,03,Việt Khê,xã,
osm_ward_19267737,,23,Bố Trạch,xã,Quảng Bình
osm_ward_19267738,,23,Đông Trạch,xã,Quảng Bình
osm_ward_19267739,,23,Bắc Trạch,xã,Quảng Bình
osm_ward_19267740,,23,Phong Nha,xã,Quảng Bình
osm_ward_19267741,,23,Thượng Trạch,xã,Quảng Bình
osm_ward_19268237,,03,An Hải,phường,
osm_ward_19268238,,03,An Dương,phường,
osm_ward_19268239,,03,An Phong,phường,
osm_ward_19269014,,03,Kiến Minh,xã,
osm_ward_19269015,,03,Kiến Thụy,xã,
osm_ward_19269016,,03,Kiến Hải,xã,
osm_ward_19269017,,03,Kiến Hưng,xã,
osm_ward_19269018,,03,Nghi Dương,xã,
osm_ward_19269169,,11,Vân Đồn,đặc khu,
osm_ward_19269185,,11,Cô Tô,đặc khu,
osm_ward_19270509,,23,Nam Gianh,xã,Quảng Bình
osm_ward_19270510,,23,Bắc Gianh,phường,Quảng Bình
osm_ward_19270511,,23,Ba Đồn,phường,Quảng Bình
osm_ward_19270512,,23,Nam Ba Đồn,xã,Quảng Bình
osm_ward_19270513,,23,Quảng Trạch,xã,Quảng Bình
osm_ward_19272121,,11,Quảng La,xã,
osm_ward_19272122,,11,Lương Minh,xã,
osm_ward_19272123,,11,Bình Khê,phường,
osm_ward_19272124,,11,Mạo Khê,phường,
osm_ward_19272125,,11,Hoàng Quế,phường,
osm_ward_19272126,,11,Đông Triều,phường,
osm_ward_19272127,,11,An Sinh,phường,
osm_ward_19272128,,11,Yên Tử,phường,
osm_ward_19272129,,11,Đông Mai,phường,
osm_ward_19272130,,11,Hiệp Hòa,phường,
osm_ward_19272131,,11,Vàng Danh,phường,
osm_ward_19272132,,11,Quảng Yên,phường,
osm_ward_19272133,,11,Uông Bí,phường,
osm_ward_19272134,,11,Phong Cốc,phường,
osm_ward_19272135,,11,Tuần Châu,phường,
osm_ward_19272136,,11,Việt Hưng,phường,
osm_ward_19272137,,11,Bãi Cháy,phường,
osm_ward_19272138,,11,Cao Xanh,phường,
osm_ward_19272139,,11,Kỳ Thượng,xã,
osm_ward_19272140,,11,Hồng Gai,phường,
osm_ward_19272141,,11,Hạ Long,phường,
osm_ward_19272142,,11,Hoành Bồ,phường,
osm_ward_19272143,,11,Thống Nhất,xã,
osm_ward_19272144,,11,Hà Tu,phường,
osm_ward_19272145,,11,Hà Lầm,phường,
osm_ward_19272345,,03,Kinh Môn,phường,
osm_ward_19272346,,03,Nguyễn Đại Năng,phường,
osm_ward_19272347,,03,Phạm Sư Mạnh,phường,
osm_ward_19272348,,03,Nhị Chiểu,phường,
osm_ward_19272349,,03,Lê Đại Hành,phường,
osm_ward_19272353,,03,Chu Văn An,phường,
osm_ward_19272354,,03,Trần Nhân Tông,phường,
osm_ward_19272489,,03,Chí Linh,phường,
osm_ward_19272565,,11,Hà An,phường,
osm_ward_19272566,,11,Liên Hòa,phường,
osm_ward_19273755,,11,Quảng Đức,xã,
osm_ward_19273756,,11,Hoành Mô,xã,
osm_ward_19273757,,11,Lục Hồn,xã,
osm_ward_19273758,,11,Quảng Tân,xã,
osm_ward_19273759,,11,Đầm Hà,xã,
osm_ward_19273760,,11,Hải Ninh,xã,
osm_ward_19273761,,11,Hải Sơn,xã,
osm_ward_19273762,,11,Vĩnh Thực,xã,
osm_ward_19273763,,11,Móng Cái 1,phường,
osm_ward_19273764,,11,Móng Cái 2,phường,
osm_ward_19273765,,11,Móng Cái 3,phường,
osm_ward_19273766,,11,Quang Hanh,phường,
osm_ward_19273767,,11,Cẩm Phả,phường,
osm_ward_19273768,,11,Cửa Ông,phường,
osm_ward_19273769,,11,Mông Dương,phường,
osm_ward_19274223,,03,Bạch Long Vĩ,đặc khu,
osm_ward_19275773,,15,Nùng Trí Cao,phường,
osm_ward_19275774,,15,Thục Phán,phường,
osm_ward_19275775,,15,Tân Giang,phường,
osm_ward_19282552,,03,Nguyễn Bỉnh Khiêm,xã,
osm_ward_19282553,,03,Vĩnh Am,xã,
osm_ward_19282554,,03,Vĩnh Hải,xã,
osm_ward_19282555,,03,Vĩnh Bảo,xã,
osm_ward_19282556,,03,Vĩnh Hòa,xã,
osm_ward_19282557,,03,Vĩnh Thịnh,xã,
osm_ward_19282558,,03,Vĩnh Thuận,xã,
osm_ward_19283378,,03,Hùng Thắng,xã,
osm_ward_19283379,,03,Chấn Hưng,xã,
osm_ward_19283380,,03,Tiên Minh,xã,
osm_ward_19283381,,03,Tiên Lãng,xã,
osm_ward_19283382,,03,Tân Minh,xã,
osm_ward_19283383,,03,Quyết Thắng,xã,
osm_ward_19285504,,03,An Hưng,xã,
osm_ward_19285505,,03,An Khánh,xã,
osm_ward_19285506,,03,An Lão,xã,
osm_ward_19285507,,03,An Trường,xã,
osm_ward_19285508,,03,An Quang,xã,
osm_ward_19287759,,03,Trần Liễu,phường,
osm_ward_19287760,,03,Nam An Phụ,xã,
osm_ward_19287761,,03,Bắc An Phụ,phường,
osm_ward_19291729,,03,Kim Thành,xã,
osm_ward_19291730,,03,An Thành,xã,
osm_ward_19291731,,03,Phú Thái,xã,
osm_ward_19291732,,03,Lai Khê,xã,
osm_ward_19292254,,03,Hà Đông,xã,
osm_ward_19292255,,03,Hà Nam,xã,
osm_ward_19292256,,03,Hà Bắc,xã,
osm_ward_19292257,,03,Hà Tây,xã,
osm_ward_19292258,,03,Thanh Hà,xã,
osm_ward_19297493,,03,Trần Hưng Đạo,phường,
osm_ward_19297517,,03,Hợp Tiến,xã,
osm_ward_19297518,,03,Trần Phú,xã,
osm_ward_19297519,,03,An Phú,xã,
osm_ward_19297520,,03,Thái Tân,xã,
osm_ward_19297521,,03,Nam Sách,xã,
osm_ward_19300139,,03,Ái Quốc,phường,
osm_ward_19300140,,03,Nam Đồng,phường,
osm_ward_19300141,,03,Hải Dương,phường,
osm_ward_19300142,,03,Thành Đông,phường,
osm_ward_19300143,,03,Tân Hưng,phường,
osm_ward_19300144,,03,Lê Thanh Nghị,phường,
osm_ward_19300145,,03,Việt Hòa,phường,
osm_ward_19300146,,03,Tứ Minh,phường,
osm_ward_19300147,,03,Thạch Khôi,phường,
osm_ward_19300827,,03,Đại Sơn,xã,
osm_ward_19300828,,03,Tân Kỳ,xã,
osm_ward_19300829,,03,Tứ Kỳ,xã,
osm_ward_19300830,,03,Chí Minh,xã,
osm_ward_19300831,,03,Lạc Phượng,xã,
osm_ward_19300832,,03,Nguyên Giáp,xã,
osm_ward_19301116,,01,Phúc Lợi,phường,
osm_ward_19301117,,01,Việt Hưng,phường,
osm_ward_19301118,,01,Bồ Đề,phường,
osm_ward_19301119,,01,Long Biên,phường,
osm_ward_19301873,,11,Tiên Yên,xã,
osm_ward_19301874,,11,Đông Ngũ,xã,
osm_ward_19301875,,11,Cái Chiên,xã,
osm_ward_19301876,,11,Điền Xá,xã,
osm_ward_19301877,,11,Hải Lạng,xã,
osm_ward_19301878,,11,Quảng Hà,xã,
osm_ward_19301879,,11,Đường Hoa,xã,
osm_ward_19301880,,11,Bình Liêu,xã,
osm_ward_19302177,,11,Hải Hòa,xã,
osm_ward_19302178,,11,Ba Chẽ,xã,
osm_ward_19307249,,16,Bình Thuận,phường,
osm_ward_19310630,,16,Yên Lập,xã,
osm_ward_19310631,,16,Kiên Đài,xã,
osm_ward_19310632,,16,Tri Phú,xã,
osm_ward_19310633,,16,Kim Bình,xã,
osm_ward_19312346,,16,Hùng Đức,xã,
osm_ward_19312347,,16,Thái Hòa,xã,
osm_ward_19312348,,16,Thái Sơn,xã,
osm_ward_19312422,,16,Sơn Thủy,xã,
osm_ward_19312423,,16,Tân Thanh,xã,
osm_ward_19312424,,16,Sơn Dương,xã,
osm_ward_19314260,,16,Đường Hồng,xã,
osm_ward_19314261,,16,Yên Cường,xã,
osm_ward_19314262,,16,Minh Ngọc,xã,
osm_ward_19314468,,16,Tân Mỹ,xã,
osm_ward_19314469,,16,Trung Hà,xã,
osm_ward_19314470,,16,Tân An,xã,
osm_ward_19315585,,16,Yên Phú,xã,
osm_ward_19315586,,16,Phù Lưu,xã,
osm_ward_19315587,,16,Hàm Yên,xã,
osm_ward_19315588,,16,Bình Xa,xã,
osm_ward_19315589,,16,Bạch Xa,xã,
osm_ward_19316990,,16,Tân Trào,xã,
osm_ward_19316991,,16,Minh Thanh,xã,
osm_ward_19316992,,16,Bình Ca,xã,
osm_ward_19317429,,01,Thuận An,xã,
osm_ward_19317430,,01,Gia Lâm,xã,
osm_ward_19317431,,21,Bát Tràng,xã,
osm_ward_19317432,,01,Phù Đổng,xã,
osm_ward_19317453,,16,Hà Giang 1,phường,
osm_ward_19317454,,16,Hà Giang 2,phường,
osm_ward_19317455,,16,Ngọc Đường,xã,
osm_ward_19317456,,16,Tùng Bá,xã,
osm_ward_19318717,,16,Yên Nguyên,xã,
osm_ward_19318718,,16,Hòa An,xã,
osm_ward_19318719,,16,Chiêm Hóa,xã,
osm_ward_19321890,,16,Vĩnh Tuy,xã,
osm_ward_19321892,,16,Hùng An,xã,
osm_ward_19322691,,03,Gia Lộc,xã,
osm_ward_19322692,,03,Gia Phúc,xã,
osm_ward_19322693,,03,Yết Kiêu,xã,
osm_ward_19322694,,03,Trường Tân,xã,
osm_ward_19322845,,01,Đông Anh,xã,
osm_ward_19322846,,01,Thư Lâm,xã,
osm_ward_19322847,,01,Vĩnh Thanh,xã,
osm_ward_19322848,,01,Thiên Lộc,xã,
osm_ward_19322849,,01,Phúc Thịnh,xã,
osm_ward_19323524,,16,Đông Thọ,xã,
osm_ward_19323525,,16,Hồng Sơn,xã,
osm_ward_19323526,,16,Trường Sinh,xã,
osm_ward_19323527,,16,Phú Lương,xã,
osm_ward_19323778,,16,Minh Sơn,xã,
osm_ward_19323779,,16,Giáp Trung,xã,
osm_ward_19323780,,16,Bắc Mê,xã,
osm_ward_19324108,,06,Dương Nỗ,phường,
osm_ward_19324109,,06,Thủy Xuân,phường,
osm_ward_19324110,,06,Kim Long,phường,
osm_ward_19324111,,06,Hương An,phường,
osm_ward_19324112,,06,An Cựu,phường,
osm_ward_19324113,,06,Vỹ Dạ,phường,
osm_ward_19324114,,06,Thuận Hóa,phường,
osm_ward_19324115,,06,Phú Xuân,phường,
osm_ward_19325120,,16,Bắc Quang,xã,
osm_ward_19325121,,16,Tân Quang,xã,
osm_ward_19325122,,16,Việt Lâm,xã,
osm_ward_19325204,,06,Thanh Thủy,phường,
osm_ward_19325205,,06,Phong Phú,phường,
osm_ward_19325206,,06,Phong Quảng,phường,
osm_ward_19325207,,06,Thuận An,phường,
osm_ward_19325208,,06,Phú Vinh,xã,
osm_ward_19325209,,06,Vinh Lộc,xã,
osm_ward_19325210,,06,Lộc An,xã,
osm_ward_19325211,,06,Hưng Lộc,xã,
osm_ward_19325212,,06,Chân Mây Lăng Cô,xã,
osm_ward_19325213,,06,Phú Lộc,xã,
osm_ward_19325214,,06,Khe Tre,xã,
osm_ward_19325215,,06,Nam Đông,xã,
osm_ward_19325216,,06,Long Quảng,xã,
osm_ward_19325217,,06,Phong Thái,phường,
osm_ward_19325218,,06,A Lưới 5,xã,
osm_ward_19325219,,06,A Lưới 4,xã,
osm_ward_19325220,,06,A Lưới 3,xã,
osm_ward_19325221,,06,A Lưới 2,xã,
osm_ward_19325222,,06,A Lưới 1,xã,
osm_ward_19325223,,06,Phong Điền,phường,
osm_ward_19325224,,06,Phong Dinh,phường,
osm_ward_19325225,,06,Đan Điền,xã,
osm_ward_19325226,,06,Quảng Điền,xã,
osm_ward_19325227,,06,Hóa Châu,phường,
osm_ward_19325228,,06,Kim Trà,phường,
osm_ward_19325229,,06,Hương Trà,phường,
osm_ward_19325230,,06,Bình Điền,xã,
osm_ward_19325231,,06,Phú Bài,phường,
osm_ward_19325232,,06,Hương Thủy,phường,
osm_ward_19325233,,06,Phú Hồ,xã,
osm_ward_19325234,,06,Phú Vang,xã,
osm_ward_19325235,,06,Mỹ Thượng,phường,
osm_ward_19325708,,16,Du Già,xã,
osm_ward_19325709,,16,Ngọc Long,xã,
osm_ward_19325710,,16,Tát Ngà,xã,
osm_ward_19325711,,16,Niêm Sơn,xã,
osm_ward_19326051,,16,Vị Xuyên,xã,
osm_ward_19326052,,16,Cao Bồ,xã,
osm_ward_19326053,,16,Thượng Sơn,xã,
osm_ward_19326054,,16,Phú Linh,xã,
osm_ward_19326055,,16,Linh Hồ,xã,
osm_ward_19326056,,16,Bạch Ngọc,xã,
osm_ward_19326580,,03,Tuệ Tĩnh,xã,
osm_ward_19326581,,03,Cẩm Giang,xã,
osm_ward_19326582,,03,Cẩm Giàng,xã,
osm_ward_19326583,,03,Mao Điền,xã,
osm_ward_19326738,,16,Lũng Cú,xã,
osm_ward_19326739,,16,Đồng Văn,xã,
osm_ward_19326740,,16,Sà Phìn,xã,
osm_ward_19326741,,16,Phố Bảng,xã,
osm_ward_19327822,,16,Xuân Giang,xã,
osm_ward_19327823,,16,Tiên Yên,xã,
osm_ward_19327824,,16,Đồng Yên,xã,
osm_ward_19327825,,16,Bằng Lang,xã,
osm_ward_19331457,,16,Liên Hiệp,xã,
osm_ward_19331458,,16,Bằng Hành,xã,
osm_ward_19331459,,16,Đồng Tâm,xã,
osm_ward_19331543,,21,A Sào,xã,
osm_ward_19331598,,16,Khâu Vai,xã,
osm_ward_19331599,,16,Mèo Vạc,xã,
osm_ward_19331600,,16,Sơn Vĩ,xã,
osm_ward_19331601,,16,Sủng Máng,xã,
osm_ward_19331651,,01,Hoàn Kiếm,phường,
osm_ward_19331652,,01,Ba Đình,phường,
osm_ward_19331653,,01,Cửa Nam,phường,
osm_ward_19331654,,01,Hai Bà Trưng,phường,
osm_ward_19331655,,01,Văn Miếu Quốc Tử Giám,phường,
osm_ward_19331656,,01,Kim Liên,phường,
osm_ward_19331657,,01,Bạch Mai,phường,
osm_ward_19331658,,01,Ô Chợ Dừa,phường,
osm_ward_19331659,,01,Đống Đa,phường,
osm_ward_19332318,,01,Láng,phường,
osm_ward_19332319,,01,Giảng Võ,phường,
osm_ward_19332320,,01,Ngọc Hà,phường,
osm_ward_19332321,,01,Tây Hồ,phường,
osm_ward_19333756,,16,Tân Trịnh,xã,
osm_ward_19333757,,16,Quang Bình,xã,
osm_ward_19333758,,16,Yên Thành,xã,
osm_ward_19333759,,16,Tiên Nguyên,xã,
osm_ward_19334582,,01,Hồng Hà,phường,
osm_ward_19334583,,01,Vĩnh Tuy,phường,
osm_ward_19334584,,01,Tương Mai,phường,
osm_ward_19334585,,01,Phương Liệt,phường,
osm_ward_19334586,,01,Vĩnh Hưng,phường,
osm_ward_19334587,,01,Hoàng Mai,phường,
osm_ward_19334588,,01,Định Công,phường,
osm_ward_19334589,,01,Khương Đình,phường,
osm_ward_19334750,,16,Thanh Thủy,xã,
osm_ward_19334751,,16,Lao Chải,xã,
osm_ward_19334752,,16,Minh Tân,xã,
osm_ward_19335051,,01,Thanh Xuân,phường,
osm_ward_19335052,,01,Yên Hòa,phường,
osm_ward_19335053,,01,Cầu Giấy,phường,
osm_ward_19335054,,01,Nghĩa Đô,phường,
osm_ward_19335055,,01,Xuân Đỉnh,phường,
osm_ward_19335056,,01,Phú Thượng,phường,
osm_ward_19335112,,01,Mê Linh,xã,
osm_ward_19335113,,01,Quang Minh,xã,
osm_ward_19335114,,01,Yên Lãng,xã,
osm_ward_19335115,,01,Tiến Thắng,xã,
osm_ward_19335197,,16,Thắng Mố,xã,
osm_ward_19335198,,16,Bạch Đích,xã,
osm_ward_19335579,,16,Khuôn Lùng,xã,
osm_ward_19335580,,16,Nấm Dẩn,xã,
osm_ward_19335581,,16,Quảng Nguyên,xã,
osm_ward_19337478,,04,Xuân Phú,xã,
osm_ward_19337479,,04,Vu Gia,xã,
osm_ward_19337480,,04,Việt An,xã,
osm_ward_19337481,,04,Trà Vân,xã,
osm_ward_19337482,,04,Trà Tập,xã,
osm_ward_19337483,,04,Trà Tân,xã,
osm_ward_19337484,,04,Trà My,xã,
osm_ward_19337485,,04,Trà Linh,xã,
osm_ward_19337486,,04,Trà Liên,xã,
osm_ward_19337487,,04,Trà Leng,xã,
osm_ward_19337488,,04,Trà Giáp,xã,
osm_ward_19337489,,04,Trà Đốc,xã,
osm_ward_19337490,,04,Tiên Phước,xã,
osm_ward_19337491,,04,Thượng Đức,xã,
osm_ward_19337492,,04,Thu Bồn,xã,
osm_ward_19337493,,04,Thạnh Mỹ,xã,
osm_ward_19337494,,04,Thạnh Bình,xã,
osm_ward_19337495,,04,Thăng Trường,xã,
osm_ward_19337496,,04,Thăng Phú,xã,
osm_ward_19337497,,04,Thăng Điền,xã,
osm_ward_19337498,,04,Thăng Bình,xã,
osm_ward_19337499,,04,Thăng An,xã,
osm_ward_19337500,,04,Tây Hồ,xã,
osm_ward_19337501,,04,Tây Giang,xã,
osm_ward_19337502,,04,Tân Hiệp,xã,
osm_ward_19337503,,04,Tam Xuân,xã,
osm_ward_19337504,,04,Tam Mỹ,xã,
osm_ward_19337505,,04,Tam Kỳ,phường,
osm_ward_19337506,,04,Tam Hải,xã,
osm_ward_19337507,,04,Tam Anh,xã,
osm_ward_19337508,,04,Sông Vàng,xã,
osm_ward_19337509,,04,Sông Kôn,xã,
osm_ward_19337510,,04,Sơn Cẩm Hà,xã,
osm_ward_19337511,,04,Quế Sơn Trung,xã,
osm_ward_19337512,,04,Quế Sơn,xã,
osm_ward_19337513,,04,Quế Phước,xã,
osm_ward_19337514,,04,Quảng Phú,phường,
osm_ward_19337515,,04,Phước Trà,xã,
osm_ward_19337516,,04,Phước Thành,xã,
osm_ward_19337517,,04,Phước Năng,xã,
osm_ward_19337518,,04,Phước Hiệp,xã,
osm_ward_19337519,,04,Phước Chánh,xã,
osm_ward_19337520,,04,Phú Thuận,xã,
osm_ward_19337521,,04,Phú Ninh,xã,
osm_ward_19337522,,04,Núi Thành,xã,
osm_ward_19337523,,04,Nông Sơn,xã,
osm_ward_19337524,,04,Nam Trà My,xã,
osm_ward_19337525,,04,Nam Phước,xã,
osm_ward_19337526,,04,Nam Giang,xã,
osm_ward_19337527,,04,Lãnh Ngọc,xã,
osm_ward_19337528,,04,La Êê,xã,
osm_ward_19337529,,04,La Dêê,xã,
osm_ward_19337530,,04,Khâm Đức,xã,
osm_ward_19337531,,04,Hương Trà,phường,
osm_ward_19337532,,04,Hùng Sơn,xã,
osm_ward_19337533,,04,Hội An Tây,phường,
osm_ward_19337534,,04,Hội An Đông,phường,
osm_ward_19337535,,04,Hội An,phường,
osm_ward_19337536,,04,Hiệp Đức,xã,
osm_ward_19337537,,04,Hà Nha,xã,
osm_ward_19337538,,04,Gò Nổi,xã,
osm_ward_19337539,,04,Duy Xuyên,xã,
osm_ward_19337540,,04,Duy Nghĩa,xã,
osm_ward_19337541,,04,Đức Phú,xã,
osm_ward_19337542,,04,Đông Giang,xã,
osm_ward_19337543,,04,Đồng Dương,xã,
osm_ward_19337544,,04,Điện Bàn Tây,xã,
osm_ward_19337545,,04,Điện Bàn Đông,phường,
osm_ward_19337546,,04,Điện Bàn Bắc,phường,
osm_ward_19337547,,04,Điện Bàn,phường,
osm_ward_19337548,,04,Đại Lộc,xã,
osm_ward_19337549,,04,Đắc Pring,xã,
osm_ward_19337550,,04,Chiên Đàn,xã,
osm_ward_19337551,,04,Bến Hiên,xã,
osm_ward_19337552,,04,Bến Giằng,xã,
osm_ward_19337553,,04,Bàn Thạch,phường,
osm_ward_19337554,,04,An Thắng,phường,
osm_ward_19337555,,04,Avương,xã,
osm_ward_19338086,,01,Nội Bài,xã,
osm_ward_19338087,,01,Sóc Sơn,xã,
osm_ward_19338088,,01,Đa Phúc,xã,
osm_ward_19338089,,01,Trung Giã,xã,
osm_ward_19338090,,01,Kim Anh,xã,
osm_ward_19338313,,01,Từ Liêm,phường,
osm_ward_19338314,,01,Đại Mỗ,phường,
osm_ward_19338315,,01,Thanh Liệt,phường,
osm_ward_19338316,,01,Hoàng Liệt,phường,
osm_ward_19338317,,01,Yên Sở,phường,
osm_ward_19338318,,01,Lĩnh Nam,phường,
osm_ward_19338319,,01,Phú Diễn,phường,
osm_ward_19338320,,01,Đông Ngạc,phường,
osm_ward_19339969,,15,Bạch Đằng,xã,
osm_ward_19340144,,16,Tùng Vài,xã,
osm_ward_19340145,,16,Nghĩa Thuận,xã,
osm_ward_19340146,,16,Cán Tỷ,xã,
osm_ward_19340535,,16,Pà Vầy Sủ,xã,
osm_ward_19340536,,16,Xín Mần,xã,
osm_ward_19340537,,16,Bản Máy,xã,
osm_ward_19340538,,16,Thàng Tín,xã,
osm_ward_19340539,,16,Trung Thịnh,xã,
osm_ward_19340568,,15,Minh Tâm,xã,
osm_ward_19340981,,16,Thuận Hòa,xã,
osm_ward_19340982,,16,Quản Bạ,xã,
osm_ward_19340983,,16,Lùng Tám,xã,
osm_ward_19340984,,16,Đường Thượng,xã,
osm_ward_19341242,,16,Thông Nguyên,xã,
osm_ward_19341243,,16,Pờ Ly Ngài,xã,
osm_ward_19341244,,16,Hồ Thầu,xã,
osm_ward_19341250,,01,Thượng Cát,phường,
osm_ward_19341251,,01,Tây Tựu,phường,
osm_ward_19341252,,01,Xuân Phương,phường,
osm_ward_19341253,,01,Tây Mỗ,phường,
osm_ward_19341254,,01,Dương Nội,phường,
osm_ward_19341520,,16,Mậu Duệ,xã,
osm_ward_19341521,,16,Yên Minh,xã,
osm_ward_19341522,,16,Lũng Phìn,xã,
osm_ward_19341817,,16,Nậm Dịch,xã,
osm_ward_19341818,,16,Tân Tiến,xã,
osm_ward_19341819,,16,Hoàng Su Phì,xã,
osm_ward_19341924,,01,Hà Đông,phường,
osm_ward_19341926,,01,Kiến Hưng,phường,
osm_ward_19341927,,01,Yên Nghĩa,phường,
osm_ward_19341928,,01,Phú Lương,phường,
osm_ward_19343152,,28,Sông Hinh,xã,
osm_ward_19343153,,28,Đức Bình,xã,
osm_ward_19343154,,28,Ea Bá,xã,
osm_ward_19343155,,28,Ea Ly,xã,
osm_ward_19343244,,15,Quảng Lâm,xã,
osm_ward_19343245,,15,Nam Quang,xã,
osm_ward_19343246,,15,Bảo Lâm,xã,
osm_ward_19343759,,15,Yên Thổ,xã,
osm_ward_19343760,,15,Sơn Lộ,xã,
osm_ward_19344390,,15,Lý Bôn,xã,
osm_ward_19344391,,15,Cốc Pàng,xã,
osm_ward_19344392,,15,Cô Ba,xã,
osm_ward_19344393,,15,Bảo Lạc,xã,
osm_ward_19345698,,15,Hưng Đạo,xã,
osm_ward_19345699,,15,Huy Giáp,xã,
osm_ward_19345700,,15,Khánh Xuân,xã,
osm_ward_19345701,,15,Xuân Trường,xã,
osm_ward_19345803,,16,Yên Sơn,xã,
osm_ward_19345804,,16,Tân Long,xã,
osm_ward_19345805,,16,Xuân Vân,xã,
osm_ward_19345806,,16,Lực Hành,xã,
osm_ward_19345807,,16,Kiến Thiết,xã,
osm_ward_19345808,,16,Trung Sơn,xã,
osm_ward_19345809,,16,Thái Bình,xã,
osm_ward_19345810,,16,Nà Hang,xã,
osm_ward_19345811,,16,Hồng Thái,xã,
osm_ward_19345812,,16,Yên Hoa,xã,
osm_ward_19345813,,16,Thượng Nông,xã,
osm_ward_19345814,,16,Côn Lôn,xã,
osm_ward_19345815,,16,Thượng Lâm,xã,
osm_ward_19345816,,16,Lâm Bình,xã,
osm_ward_19345817,,16,Bình An,xã,
osm_ward_19345818,,16,Minh Quang,xã,
osm_ward_19345856,,16,Mỹ Lâm,phường,
osm_ward_19345857,,16,Nhữ Khê,xã,
osm_ward_19346194,,18,Bằng Thành,xã,
osm_ward_19346195,,18,Cao Minh,xã,
osm_ward_19346196,,18,Nghiên Loan,xã,
osm_ward_19346197,,18,Ba Bể,xã,
osm_ward_19346198,,18,Chợ Rã,xã,
osm_ward_19346500,,18,Phúc Lộc,xã,
osm_ward_19346501,,18,Nà Phặc,xã,
osm_ward_19346502,,18,Ngân Sơn,xã,
osm_ward_19346503,,18,Bằng Vân,xã,
osm_ward_19346504,,18,Thượng Quan,xã,
osm_ward_19346505,,18,Hiệp Lực,xã,
osm_ward_19346925,,18,Thượng Minh,xã,
osm_ward_19346926,,18,Đồng Phúc,xã,
osm_ward_19346927,,18,Nam Cường,xã,
osm_ward_19346928,,18,Phủ Thông,xã,
osm_ward_19348192,,18,Yên Thịnh,xã,
osm_ward_19348193,,18,Quảng Bạch,xã,
osm_ward_19348194,,18,Chợ Đồn,xã,
osm_ward_19348292,,18,Cường Lợi,xã,
osm_ward_19348293,,18,Na Rì,xã,
osm_ward_19348294,,18,Văn Lang,xã,
osm_ward_19348295,,18,Vĩnh Thông,xã,
osm_ward_19348643,,18,Cẩm Giàng,xã,
osm_ward_19348644,,18,Phong Quang,xã,
osm_ward_19348645,,18,Đức Xuân,phường,
osm_ward_19348646,,18,Bắc Kạn,phường,
osm_ward_19348647,,18,Bạch Thông,xã,
osm_ward_19348941,,03,Kẻ Sặt,xã,
osm_ward_19348942,,03,Bình Giang,xã,
osm_ward_19348943,,03,Đường An,xã,
osm_ward_19348944,,03,Thượng Hồng,xã,
osm_ward_19348945,,03,Nguyễn Lương Bằng,xã,
osm_ward_19349044,,03,Hải Hưng,xã,
osm_ward_19349045,,03,Bắc Thanh Miện,xã,
osm_ward_19349046,,03,Thanh Miện,xã,
osm_ward_19349047,,03,Nam Thanh Miện,xã,
osm_ward_19349120,,03,Hồng Châu,xã,
osm_ward_19349121,,03,Tân An,xã,
osm_ward_19349122,,03,Vĩnh Lại,xã,
osm_ward_19349123,,03,Khúc Thừa Dụ,xã,
osm_ward_19349124,,03,Ninh Giang,xã,
osm_ward_19351794,,18,Trần Phú,xã,
osm_ward_19351795,,18,Côn Minh,xã,
osm_ward_19351796,,18,Xuân Dương,xã,
osm_ward_19351797,,18,Tân Kỳ,xã,
osm_ward_19351798,,18,Thanh Mai,xã,
osm_ward_19354130,,18,Nghĩa Tá,xã,
osm_ward_19354131,,18,Yên Phong,xã,
osm_ward_19354132,,18,Thanh Thịnh,xã,
osm_ward_19354133,,18,Yên Bình,xã,
osm_ward_19354134,,18,Chợ Mới,xã,
osm_ward_19355108,,10,Đoàn Kết,xã,
osm_ward_19355109,,10,Tân Tiến,xã,
osm_ward_19355110,,10,Quý Hòa,xã,
osm_ward_19357306,,18,Sảng Mộc,xã,
osm_ward_19357307,,18,Nghinh Tường,xã,
osm_ward_19358815,,10,Tràng Định,xã,
osm_ward_19358816,,10,Hoa Thám,xã,
osm_ward_19368812,,10,Thiện Hòa,xã,
osm_ward_19368813,,10,Thiện Long,xã,
osm_ward_19369584,,24,Ya Ly,xã,
osm_ward_19369585,,24,Xốp,xã,
osm_ward_19369586,,24,Vệ Giang,xã,
osm_ward_19369587,,24,Vạn Tường,xã,
osm_ward_19369588,,24,Tư Nghĩa,xã,
osm_ward_19369589,,24,Tu Mơ Rông,xã,
osm_ward_19369590,,24,Trương Quang Trọng,phường,
osm_ward_19369591,,24,Trường Giang,xã,
osm_ward_19369592,,24,Trà Giang,xã,
osm_ward_19369593,,24,Trà Câu,phường,
osm_ward_19369594,,24,Trà Bồng,xã,
osm_ward_19369595,,24,Tịnh Khê,xã,
osm_ward_19369596,,24,Thọ Phong,xã,
osm_ward_19369597,,24,Thiện Tín,xã,
osm_ward_19369598,,24,Thanh Bồng,xã,
osm_ward_19369599,,24,Tây Trà Bồng,xã,
osm_ward_19369600,,24,Tây Trà,xã,
osm_ward_19369601,,24,Sơn Tịnh,xã,
osm_ward_19369602,,24,Sơn Thủy,xã,
