street_id,province_id,district_id,name,street_type
osm_street_way_1000397095,29,,Đường huyện 6,street
osm_street_way_1000716852,32,,Hẻm 1740 Lê Văn Lương,street
osm_street_way_1000832944,28,,Hẻm 102/6 Đinh Núp,street
osm_street_way_1000837572,28,,Hẻm 43 Ama Khê,street
osm_street_way_1000955149,02,,Hẻm 373 Đường Nguyễn Kiệm,street
osm_street_way_1000955150,02,,Hẻm 38 Hoàng Văn Thụ,street
osm_street_way_1000955969,02,,Đường Đoàn Thị Điểm,street
osm_street_way_1000964671,28,,Nhánh 92/2 Nguyễn Xuân Nguyên,street
osm_street_way_1001036338,32,,Hẻm 2012 Đường Lê Văn Lương,street
osm_street_way_1001114247,30,,Hẻm Số 26 Đường Số 57,street
osm_street_way_1001137773,28,,Hẻm 102/11 Nguyễn Tất Thành,street
osm_street_way_1001170820,30,,Đường 456,street
osm_street_way_1001296727,32,,Đường 5A,street
osm_street_way_1001318371,29,,Hèm Số 3A Đường Nguyễn Duy Trinh,street
osm_street_way_1001341893,29,,Đường F3,street
osm_street_way_1001341897,29,,Đường Nguyễn Bỉnh Khiêm,street
osm_street_way_1001360937,27,,Đường Tống Duy Tân,street
osm_street_way_1001391731,29,,Hẻm C23 Đường Lê Văn Việt,street
osm_street_way_1001394461,29,,Đường 711A Hoa Tuylip,street
osm_street_way_1001395291,27,,Đường Phùng Chí Kiên,street
osm_street_way_1001443387,30,,Đường Số 02,street
osm_street_way_1001445014,30,,Đường 613,street
osm_street_way_1001446898,29,,Đường Lái Thiêu 15,street
osm_street_way_1001539727,32,,Đường Số 5C,street
osm_street_way_1001602027,30,,Đường Số 609,street
osm_street_way_1001632163,32,,Hẻm 2801 Đường Huỳnh Tấn Phát,street
osm_street_way_1001645916,29,,Đường Lái Thiêu 06,street
osm_street_way_1001653767,01,,Đường tỉnh 377,highway
osm_street_way_1001653769,01,,Thôn Sở Đông,street
osm_street_way_1001668790,32,,Hẻm 2581/19 Đường Huỳnh Tấn Phát,alley
osm_street_way_1001791547,02,,Đường Vạn Hạnh 13,street
osm_street_way_1001940635,28,,Đường Phạm Sỹ,street
osm_street_way_1001984894,21,,Ngõ 89 Hàng Kênh,street
osm_street_way_1001987195,28,,Đường 9 Tháng 5,street
osm_street_way_1001996731,32,,Đường số 11A,street
osm_street_way_1001999086,28,,Đường Y Nuê,street
osm_street_way_1002317461,21,,Cầu Rào,highway
osm_street_way_1002490116,21,,Phố Cựu Đôi,street
osm_street_way_1002500687,28,,Hẻm 51/4 Võ Thị Sáu,street
osm_street_way_1002538721,28,,Hẻm 141 Đường Phan Bội Châu,street
osm_street_way_1002961717,21,,Cầu Dinh,highway
osm_street_way_1002961726,21,,Phố Bồ Đề,highway
osm_street_way_1002987511,29,,Huy Cận,street
osm_street_way_1003010551,29,,Hẻm 43 Đường số 68,street
osm_street_way_1003010590,02,,Hẻm 86,street
osm_street_way_1003023164,02,,Hẻm 553/18 Lũy Bán Bích,street
osm_street_way_1003414572,29,,Hẻm 25 Đường Số 25,street
osm_street_way_1003482909,30,,Đường Huỳnh Thị Ợt,street
osm_street_way_1003859964,02,,Hẻm 88/98 Nguyễn Văn Quỳ,street
osm_street_way_1003870995,02,,Hẻm 35 Võ Thị Nhờ,street
osm_street_way_1004627109,12,,Phố Phạm Ngũ Lão,street
osm_street_way_1004627112,12,,Hải Quân,street
osm_street_way_10049443,01,,Quốc lộ 2,highway
osm_street_way_10049446,01,,Đường Bắc Thăng Long,street
osm_street_way_1005794454,02,,Hẻm 83/48 Vườn Lài,street
osm_street_way_1006321403,34,,Cầu Tà Đét,highway
osm_street_way_1006918775,29,,Cầu Nước Trong,highway
osm_street_way_1007888170,01,,Đường Đặng Thùy Trâm,street
osm_street_way_1008072832,32,,Nút Giao Bình Chánh,highway
osm_street_way_1008233978,12,,Ngõ Nam Đông,street
osm_street_way_1008772528,12,,Phú Vinh Đông 1,street
osm_street_way_1008976931,29,,Cầu Treo Thanh Sơn,street
osm_street_way_1008976933,29,,Cầu Thanh Sơn,highway
osm_street_way_1009024405,01,,Ngõ 33 Phố Tu Hoàng,street
osm_street_way_1009033505,12,,Ngõ 425 Hàm Nghi,street
osm_street_way_1009040162,12,,Ngõ 6 Bút Sơn 29,street
osm_street_way_1009045675,12,,Ngõ 4 Đường Bút Sơn 16 Phú Vinh Đông,street
osm_street_way_1009050873,01,,Ngõ 1 Mai Châu,street
osm_street_way_1009113747,06,,Cầu Lim 1,highway
osm_street_way_100954129,34,,Hoàng Văn Thụ,street
osm_street_way_100954163,34,,Nguyễn Chí Thanh,street
osm_street_way_1009816129,01,,Ngõ 5 Mai Châu,street
osm_street_way_1009916078,12,,Ngõ 1 Đường 05,street
osm_street_way_1010108264,02,,Hẻm 499/66 Quang Trung,street
osm_street_way_1010127291,01,,Đường Âu Lạc,street
osm_street_way_1010195303,02,,Hẻm 275/38 Quang Trung,street
osm_street_way_1010280946,22,,Đường Ngự Thiên,highway
osm_street_way_1010395047,12,,Đường Trường Thi,highway
osm_street_way_1010395048,12,,Cầu Sâng,highway
osm_street_way_1010882078,30,,Hẻm 151 Đường Nguyễn Thị Nê,street
osm_street_way_1010965576,12,,Đường Dương Xá,street
osm_street_way_1010965583,12,,Đường Hoàng Nghiêu,highway
osm_street_way_1011159659,12,,Đường Sơn Vạn,street
osm_street_way_1011159661,12,,Đường Đức Thánh Cả,street
osm_street_way_1011159667,12,,Đường Ái Sơn,street
osm_street_way_1011243041,31,,QL. 60,highway
osm_street_way_1011259085,19,,Đường Đại Nghĩa,highway
osm_street_way_1011286374,01,,Ngõ 467 Đường Số 8,street
osm_street_way_1011365918,12,,Đường Vĩnh Yên,street
osm_street_way_1011370661,32,,Cầu Long Kiểng,highway
osm_street_way_1011374549,12,,Ngõ 27 Cù Chính Lan,street
osm_street_way_1011377798,12,,Ngõ 44 Lê Hoàn,street
osm_street_way_1011377800,12,,Ngõ Cao Sơn,street
osm_street_way_1011378500,28,,Cầu Hòn Khói,highway
osm_street_way_1011453719,05,,Cầu Ông Bổn,highway
osm_street_way_1011453721,05,,Cầu Hà Hồng,highway
osm_street_way_1011473573,12,,Cầu Công,highway
osm_street_way_1011606722,32,,Hẻm 590/3 Nguyễn Văn Tạo,street
osm_street_way_1011610635,32,,Hẻm 541 Nguyễn Văn Tạo,street
osm_street_way_1011707140,01,,Ngõ 11 Đường Ngô Gia Tự,street
osm_street_way_1011953898,12,,Đường Hồ Tùng Mậu,street
osm_street_way_1011954983,22,,Đường Đinh Công Tráng,highway
osm_street_way_1011969163,12,,Đường số 5,street
osm_street_way_1012040315,22,,Đường Trường Chinh,street
osm_street_way_1012040319,22,,Cầu Đọ Xá,street
osm_street_way_1012040325,22,,Đường Nguyễn Văn Trỗi,street
osm_street_way_1012072483,32,,Hẻm 575 Nguyễn Văn Tạo,street
osm_street_way_1012139438,12,,Phố Nguyễn Đình Chiểu,street
osm_street_way_1012205491,12,,Cầu Cúc Phương 2,highway
osm_street_way_1012317466,29,,Cầu Bà Bướm,highway
osm_street_way_1012319570,12,,Ngõ 7 Đường HT1,street
osm_street_way_1012321459,12,,Ngõ 2 Đường số 6,street
osm_street_way_1012342978,19,,Ngõ 83 Đại Đồng,street
osm_street_way_1012399711,12,,Ngõ 5 Đường số 6,street
osm_street_way_1012401865,12,,Đường Mậu Tài,street
osm_street_way_1012638589,01,,Ngõ 2 Giữa Xóm Lác,street
osm_street_way_1012654217,12,,Ngõ 1 Đường số 6,street
osm_street_way_1012667497,01,,Ngõ 8 Giữa Làng,street
osm_street_way_1012759154,01,,Ngách 16 Ngõ 28 Xuân Vi,street
osm_street_way_1012790634,01,,Ngách 1 Ngõ 2 Đường Giữa Đội 3 4,street
osm_street_way_1012927577,30,,Trần Ngọc Lên,street
osm_street_way_1013770695,32,,Tô Hiệu,street
osm_street_way_1013952054,12,,Ngõ 40 Đường Nguyễn Chí Hiền,street
osm_street_way_1013961155,01,,Ngõ 29,street
osm_street_way_1013989125,12,,Ngõ 158 Đường Tố Hữu,street
osm_street_way_1014012729,25,,Hẻm 31 Võ Duy Dương,street
osm_street_way_1014013757,01,,Dãy A3 Đầm Trấu,street
osm_street_way_1014023645,12,,Ngõ Số 02 Đường Số 03 Thôn Hải Phúc 1,street
osm_street_way_1014064035,22,,Phố Bùi Đình Hòe,street
osm_street_way_1014070216,12,,Ngõ Số 03 Đường Số 03 Thôn Nội Tý,street
osm_street_way_1014070913,12,,Ngõ Số 04 Đường Số 03 Thôn Nội Tý,street
osm_street_way_1014080844,01,,Ngõ 5 Sau Làng,street
osm_street_way_1014124558,22,,Ngõ 363 Đường Trẫn Nhân Tông,street
osm_street_way_1014235058,12,,Ngõ 01 Đường Tàn Són 1,street
osm_street_way_1014238167,14,,Ngõ 154 Đường Trần Phú,street
osm_street_way_1014240203,12,,Ngõ Số 02 Đường Số 06 Thôn 1,street
osm_street_way_1014244669,14,,Ngõ 259 Đường Quang Trung,street
osm_street_way_1014249421,14,,Ngõ 16 Đường Phan Anh,street
osm_street_way_1014251161,22,,Phố Đoàn Kết,street
osm_street_way_1014256287,22,,Ngô 207 Đường Lý Thái Tổ,street
osm_street_way_1014260530,22,,Ngõ 57 Đường Lê Chân,street
osm_street_way_1014313078,12,,Đường Số 02 Thôn Đông Hòa,street
osm_street_way_1014321783,12,,Ngõ Số 09 Đường Số 01 Thôn Tuẩn Lương,street
osm_street_way_1014330244,12,,Đường Số 03 Thôn Gia Hòa,street
osm_street_way_1014333614,12,,Ngõ Số 01 Đường Hn2 Thôn 6,street
osm_street_way_1014334392,01,,Ngách 101/45 Phố Trạm,street
osm_street_way_1014337712,12,,Ngõ Số 05 Đường Đt 509 Thôn 3,street
osm_street_way_1014343088,27,,Hẻm 144 Đường Nguyễn Trãi,street
osm_street_way_1014343171,12,,Ngõ Số 01 Đường Số 02 Thôn Dông Thôn,street
osm_street_way_1014346942,12,,Ngõ 07 Đường Da Lộc,street
osm_street_way_1014361522,27,,Hẻm 61 Đường Nguyễn Đình Chiểu,street
osm_street_way_1014421766,21,,Ngõ 25 Đường Thanh Bình,street
osm_street_way_1014522042,26,,Hai Bà Trưng,street
osm_street_way_1014532335,27,,Hẻm 193 Hồ Tùng Mậu,street
osm_street_way_1014533228,27,,Hẻm 195 Đường Phan Chu Trinh,street
osm_street_way_1014541558,12,,Ngõ 03 Đường 03 Thôn Nghĩa Phú,street
osm_street_way_1014556338,12,,Đường Số 01 Thôn 2 Hống Thái,street
osm_street_way_1014557504,14,,Đường Lê Doãn Sửu,street
osm_street_way_1014558240,26,,Nguyễn Tri Phương,street
osm_street_way_1014558576,21,,Ngõ 36 Phố Ngô Quang Bích,street
osm_street_way_1014567623,22,,Ngách 71/102 Đường Trần Huy Liệu,street
osm_street_way_1014567742,22,,Ngách 73/102 Đường Trần Huy Liệu,street
osm_street_way_1014571687,12,,Ngõ 03 Đường 02 Thôn Chuế 1,street
osm_street_way_1014579092,21,,Ngõ 36 Nguyễn Hán Đình,street
osm_street_way_1014579983,21,,Ngõ 40 Nguyễn Hán Đình,street
osm_street_way_1014584600,12,,Đường Đh Hh. 16 Thôn Hà Dố,street
osm_street_way_1014588973,12,,"Ngõ 04 Đường 03,Thôn Cảm Trung",street
osm_street_way_1014594073,13,,Ngõ 2 Đường Liên Sơn,street
osm_street_way_1014605326,12,,Ngõ Số 01 Đường Số 01 Thôn Nộl Tý,street
osm_street_way_1014615988,12,,Ngõ Số 01 Đường Số 01 Thõn Cư Đà,street
osm_street_way_1014640664,28,,Đường NB4,street
osm_street_way_1014652167,01,,Ngách 32/12 Đường Vân Canh,street
osm_street_way_1014914156,27,,Hẻm 89 Đường Hồ Tùng Mậu,street
osm_street_way_1014927218,01,,Ngõ 118 Đường Dương Hà,street
osm_street_way_1014970107,12,,Ngõ 01 Đường Hđ 4 Thôn 1 Lê Lợi,street
osm_street_way_1014975330,12,,Đường Số 03 Thôn Hóng Nhuệ 1,street
osm_street_way_1014977579,12,,Đường Phúc Sơn 2,street
osm_street_way_1014979935,04,,Kiệt 90 Đường Phan Bá Phiến,street
osm_street_way_1014991670,14,,Tuyến 06,street
osm_street_way_1014991671,14,,Tuyến 13,street
osm_street_way_1014993507,12,,"Ngõ 01 Đường 06, Thôn Bột Trung",street
osm_street_way_1014994474,14,,Tuyến 09,street
osm_street_way_1014994994,12,,Đường 06 Thôn Đổng Lạc,street
osm_street_way_1014996047,12,,Ngõ 07 Đường Hoàng Xuân Viện,street
osm_street_way_1014996716,14,,Tuyến 11,street
osm_street_way_1014996833,28,,Đường Số 7B,street
osm_street_way_1014996834,28,,Đường Số 7A,street
osm_street_way_1014997688,12,,Ngõ Số 06 Đường Ht 03 Thôn 4,street
osm_street_way_1015003372,12,,Ngõ Số 10 Đường Số 01 Thôn Mỹ Dà,street
osm_street_way_1015004102,12,,Ngõ Số 02 Đường Số 01 Thôn Mỹ Dà,street
osm_street_way_1015005531,12,,Suối Ngầm,street
osm_street_way_1015015364,12,,Ngõ 04 Đường Đút Són 7 Hoáng Lọc,street
osm_street_way_1015018006,12,,Ngõ 04 Đường Đại Lộc 5,street
osm_street_way_1015020191,12,,Ngõ Số 08 Đường Số 01 Thôn Cự Dà,street
osm_street_way_1015024615,12,,Ngõ 159 Đường Nguyễn Xuân Trạc,street
osm_street_way_1015029957,12,,Ngõ 02 Đường Số 04 Thôn 2 Lê Lợi,street
osm_street_way_1015037381,12,,Ngõ 04 Đường 01 Thôn Đông Tân,street
osm_street_way_1015046670,21,,Đường Chùa Ha,street
osm_street_way_1015048640,12,,Ngõ 02 Đường 02 Thôn Phú Thượng 2,street
osm_street_way_1015053786,12,,Đường Phúc Sơn 3,street
osm_street_way_1015100415,13,,Đường Ba Tơ,highway
osm_street_way_1015117076,01,,Ngõ 43 Đường An Trai,street
osm_street_way_1015163366,12,,Ngõ Số 04 Đường Số 05 Thôn 2,street
osm_street_way_1015163696,12,,Ngõ Số 09 Đường Số 01 Thôn 2,street
osm_street_way_1015164072,12,,Ngõ Số 01 Đường Số 03 Thôn 1,street
osm_street_way_1015283988,03,,Ngõ 97 Biểu Nghi,street
osm_street_way_1015316031,02,,Hẻm 93 Gò Dầu,street
osm_street_way_1015408402,02,,Hẻm 51 Đông Hưng Thuận 17,street
osm_street_way_1015437176,27,,Hẻm 91 Trần Nhật Duật,street
osm_street_way_1015445158,27,,Hẻm 11 Đường Đào Duy Từ,street
osm_street_way_1015722965,12,,Ngõ 4 Đường Lương Ngọc Quyến,street
osm_street_way_1015726619,12,,Đường Số 10 Thôn Hợp Đông,street
osm_street_way_1015744995,01,,Ngách 11/2 Đường Yên Nội,street
osm_street_way_1015757073,29,,Đường 79,street
osm_street_way_1015764501,32,,Lưu Hữu Phước,street
osm_street_way_1015782467,01,,Đường Bình Sơn,highway
osm_street_way_1015815294,34,,Đường Tân Long 2,street
osm_street_way_1015817055,01,,Ngõ 39 Đường Bát Tràng,street
osm_street_way_1015821856,12,,Ngõ 01 Đường 01 Thôn Tư Nhiên,street
osm_street_way_1015837178,05,,Hẻm 359/8 Nguyễn Văn Cừ,street
osm_street_way_1015875543,21,,Ngõ 4 Ba Chuôm,street
osm_street_way_1015875544,21,,Ba Chuôm,street
osm_street_way_1015888216,28,,Công Ích,street
osm_street_way_1016029704,01,,Ngõ 56 Trương Công Giai,street
osm_street_way_1016066473,27,,Hẻm 2A Đường Hà Huy Tập,street
osm_street_way_1016070057,01,,Đường Đại Yên,highway
osm_street_way_1016162032,30,,Hẻm Số 12,street
osm_street_way_1016171058,27,,Hẻm 110 Đường Phan Chu Trinh,street
osm_street_way_1016175994,21,,Đường Bờ Đập,street
osm_street_way_1016446173,01,,Ngõ 2 Xóm Đông,street
osm_street_way_1016446174,01,,Ngõ 1 Xóm Đông,street
osm_street_way_1016446175,01,,Ngõ 3 Xóm Đông,street
osm_street_way_1016446716,01,,Đường Xóm Đông,street
osm_street_way_1016496769,01,,Ngõ 1 Giữa Làng,street
osm_street_way_1016498803,01,,Ngách 53/59 Phố Ngọa Long,street
osm_street_way_1016515765,01,,Ngách 19/2 Đường Định Làng,street
osm_street_way_1016747227,32,,Đường Võ Chí Công,highway
osm_street_way_1016759174,19,,Cầu Hòa Lạc,street
osm_street_way_1016759390,32,,Đinh Văn Ước,street
osm_street_way_1016777390,27,,Hẻm 115 Đường Lam Sơn,street
osm_street_way_1016778075,27,,Đường Nguyễn Biểu,street
osm_street_way_1016882005,12,,Ngõ Số 02 Đường Số 02 Thôn 5,street
osm_street_way_1017328132,28,,Đường Lê Thánh Tôn,street
osm_street_way_1017498919,31,,Cầu Phú Đức,highway
osm_street_way_1017498925,31,,Cầu Bưng Lức,highway
osm_street_way_1017498953,31,,Cầu Đại Sư,highway
osm_street_way_1017498955,31,,Cống Ninh Thới,highway
osm_street_way_1017498959,31,,Cống Đập Rạch Rum,highway
osm_street_way_1017748750,12,,Ngõ 01 Đường Số 01 Thôn Trinh Phúc,street
osm_street_way_1017774404,12,,"Ngõ 02 Đường 01, Thôn Cầm Trung",street
osm_street_way_1017780126,12,,"Ngõ 05 Đường 01, Thôn Cầm Trung",street
osm_street_way_1018404934,02,,Đường Lê Quang Đạo,highway
osm_street_way_1018427330,21,,Hầm Đinh Tiên Hoàng,street
osm_street_way_1018464959,01,,Ngõ 21 Đường Phú Yên,street
osm_street_way_1018465989,01,,Ngõ 31 Phú Yên,street
osm_street_way_1018472933,01,,Ngõ 41 Phú Yên,street
osm_street_way_1018473465,01,,Ngõ 61 Phú Yên,street
osm_street_way_1018483830,19,,Ngõ 2,street
osm_street_way_1018484541,01,,Ngõ 71 Phú Yên,street
osm_street_way_1018487258,01,,Ngõ 91 Phú Yên,street
osm_street_way_1018487259,01,,Ngõ 81 Phú Yên,street
osm_street_way_1018487260,01,,Ngõ 101 Phú Yên,street
osm_street_way_1018520201,23,,Đường Phan Đình Phùng kéo dài,highway
osm_street_way_1018665430,30,,Đường Phan Văn Khải,highway
osm_street_way_1018721333,02,,Hẻm 270 Nguyễn Trọng Tuyển,street
osm_street_way_1018723857,01,,Ngõ 68A Phú Vinh,street
osm_street_way_1018725648,01,,Ngõ 68 Phú Vinh,street
osm_street_way_1018726623,01,,Ngõ 74 Phú Vinh,street
osm_street_way_1018757416,02,,Hẻm 574/15/55 Đường Sinco,street
osm_street_way_1018940350,30,,Số 18,street
osm_street_way_1019004186,05,,Cầu Số 10,highway
osm_street_way_1019004189,05,,Cầu Mái Nước,highway
osm_street_way_1019004194,05,,Cầu Số 8,highway
osm_street_way_1019032189,02,,Hẻm 61 Bùi Xuân Phái,street
osm_street_way_1019043119,02,,Hẻm 109 Dương Văn Dương,street
osm_street_way_1019045120,12,,Ngõ 6 Đường HL1,street
osm_street_way_1019048228,12,,Ngõ 1 Đường số 1,street
osm_street_way_1019070600,30,,Đường số 14 Nguyễn Huệ,street
osm_street_way_1019070601,30,,Đường số 14 An Dương Vương,street
osm_street_way_1019072823,30,,Đường số 8 An Dương Vương,street
osm_street_way_1019075735,30,,Đường Số 82 Trần Phú,street
osm_street_way_1019075740,30,,Đường số 74 Trần Phú,street
osm_street_way_1019075741,30,,Đường số 76 Trần Phú,street
osm_street_way_1019075743,30,,Đường số 78 Trần Phú,street
osm_street_way_1019075748,30,,Đường số 67 Trần Phú,street
osm_street_way_1019075751,30,,Đường số 41 Nguyễn Chí Thanh,street
osm_street_way_1019078639,30,,Đường số 10 Trần Phú,street
osm_street_way_1019078648,30,,Đường số 27 Nguyễn Chí Thanh,street
osm_street_way_1019078650,30,,Đường số 20 Nguyễn Chí Thanh,street
osm_street_way_1019079480,30,,Đường số 64 Trần Phú,street
osm_street_way_1019079486,30,,Đường Số 80 Trần Phú,street
osm_street_way_1019079491,30,,Đường số 3 An Dương Vương,street
osm_street_way_1019079495,30,,Đường số 10 An Dương Vương,street
osm_street_way_1019656269,01,,Ngõ 32 Xóm Mới Thôn Phù Dực 1,street
osm_street_way_1019656270,01,,Ngách 21 Ngõ 32 Xóm Mới Thôn Phù Dực 1,street
osm_street_way_1019657361,01,,Ngõ 122 Đường Nam Đuống,street
osm_street_way_1019703775,34,,Cống Bản Số 1,highway
osm_street_way_1019922767,05,,Cầu Huyện Tiệt,highway
osm_street_way_1019923746,05,,Cầu Huyện Chơn,highway
osm_street_way_1019923754,05,,Cầu Hội Đồng Khương,highway
osm_street_way_1019979470,12,,Đường 15 Tháng 2,highway
osm_street_way_1020210473,27,,Hẻm 61 Đường Lam Sơn,street
osm_street_way_1020211818,02,,Hẻm 194 Lý Thường Kiệt,street
osm_street_way_1020211819,02,,Đường KP3 09,street
osm_street_way_1020225000,12,,Ngõ 23 Nguyễn Công Trứ,street
osm_street_way_1020234324,02,,Ngõ 110 Tam Châu,street
osm_street_way_1020313635,29,,Hẻm 61 Đường 297,alley
osm_street_way_1020427806,11,,Đường dẫn cầu Cửa Lục 3,highway
osm_street_way_1020429235,11,,Ngã tư Kênh Đồng,highway
osm_street_way_1020526718,29,,Hẻm 32 Trần Thị Điệu,alley
osm_street_way_1020592144,29,,Hẻm 132 Đường Số 9,alley
osm_street_way_1020734894,01,,Đường Đống Ba,street
osm_street_way_1020734902,01,,Đường Gạch,street
osm_street_way_1020774990,01,,San Hô 17,street
osm_street_way_1020774991,01,,San Hô 2A,street
osm_street_way_1020774992,01,,San Hô 2B,street
osm_street_way_1020774993,01,,San Hô 2,street
osm_street_way_1020774994,01,,Sao Biển 11,street
osm_street_way_1020774996,01,,Sao Biển 9A,street
osm_street_way_1020774998,01,,Ngọc Trai 22,street
osm_street_way_1020866892,19,,Đường Mỹ Trung,street
osm_street_way_1020866893,19,,Đường Vũ Lâm,street
osm_street_way_1020882717,29,,Hẻm 162 Đường Đặng Văn Bi,alley
osm_street_way_1020895755,29,,Hẻm 3 Đường Số 9,alley
osm_street_way_1021057918,01,,Ngõ 240 Đường Âu Cơ,street
osm_street_way_1021093562,19,,Đường Vân Trai,street
osm_street_way_1021093563,01,,Đường Ngô Chi Lan,highway
osm_street_way_1021093564,01,,Ngõ 70 đường Lý Thánh Tông,street
osm_street_way_1021657258,30,,Hẻm 121 Trịnh Hoài Đức,street
osm_street_way_1021840892,23,,Cầu Nhật Lệ 3,highway
osm_street_way_1021842518,12,,Bến Ngự,street
osm_street_way_1021879719,12,,Cầu Hà Lan,street
osm_street_way_1021879723,12,,Đường Phạm Hùng,street
osm_street_way_1021934128,12,,Đường Trần Nguyên Hãn,street
osm_street_way_1021934133,12,,Phố Lê Hữu Lập,street
osm_street_way_1022056420,30,,Đường Chưa Có Tên,street
osm_street_way_1022140464,12,,Phố Nguyễn Trực,street
osm_street_way_1022200515,27,,Hẻm 288 Bùi Thị Xuân,street
osm_street_way_1022211285,19,,Ngõ 15 Quốc lộ 21B,street
osm_street_way_1022217141,01,,Ngách 2 Ngõ 201 Đường Cổ Nhuế,street
osm_street_way_1022228139,12,,Ngõ 5 Đường ĐH HH.25,street
osm_street_way_1022243303,01,,Ngõ 48 Nam Yên Lũng,street
osm_street_way_1022746552,02,,Đường Đỗ Mười,street
osm_street_way_1023029326,28,,Đường Yersin,street
osm_street_way_10230410,01,,Phố Hàng Mắm,street
osm_street_way_10230445,01,,Phố Lãn Ông,street
osm_street_way_10230468,01,,Phố Hàng Thiếc,street
osm_street_way_10230481,01,,Phố Nhà Hoả,street
osm_street_way_10230560,01,,Phố Hàng Ngang,street
osm_street_way_10230597,01,,Phố Hàng Đường,street
osm_street_way_1023114957,19,,Cầu Đầm Vạc,highway
osm_street_way_1023114964,19,,Ngõ 13 Đường Lam Sơn,street
osm_street_way_10231739,01,,Vòng xoay Cầu Chương Dương,highway
osm_street_way_10232151,01,,Đường Trần Quang Khải,highway
osm_street_way_1023369938,34,,Vòng xoay Bãi Vòng,highway
osm_street_way_1023472272,05,,Đường tỉnh 934B,highway
osm_street_way_1023619581,01,,Ngõ 2 Phố Phương Mai,street
osm_street_way_10236954,01,,Đường Đỗ Mười,highway
osm_street_way_1024232127,01,,Đường Đa Phúc,highway
osm_street_way_1024401643,20,,Phố Hàng Mã,street
osm_street_way_1024560844,02,,Mỹ Văn 2,street
osm_street_way_1025088284,32,,Cầu Rạch Chuối,highway
osm_street_way_1025386448,02,,Hẻm 551/21 Tô Ngọc Vân,street
osm_street_way_1025486008,20,,Đường Phồn Xương,street
osm_street_way_1025528990,24,,Hẻm 168 Đường Duy Tân,street
osm_street_way_1026012134,01,,Hẻm 541/40/28 Đường Bát Khối,street
osm_street_way_1026013059,01,,Hẻm 541/16/8 Đường Bát Khối,street
osm_street_way_1026017467,01,,Ngách 120A Ngõ Thống Nhất,street
osm_street_way_1026379518,32,,Cầu Cái Sơn Hạ,highway
osm_street_way_1026520553,21,,RAI67 YY 005,street
osm_street_way_1026617894,21,,Đường Văn Nhuế,street
osm_street_way_1026617895,01,,Đường Nguyễn Lân,street
osm_street_way_1026630486,25,,Đường D1,street
osm_street_way_1026672682,21,,Đường Tống Trân,street
osm_street_way_1026672683,21,,Phố Từa,highway
osm_street_way_1026672684,21,,"Đường tỉnh 386, Tống Phan",highway
osm_street_way_1026672688,21,,Phố Cao,highway
osm_street_way_1026672691,21,,Đường Trần Xá,street
osm_street_way_1026982828,29,,Đường Hưng Định 18,street
osm_street_way_1026982829,29,,Đường An Thạnh 73,street
osm_street_way_1027012487,28,,Cầu vượt Ngọc Hội,highway
osm_street_way_1027012491,28,,Cầu Chợ Mới,highway
osm_street_way_1027286088,29,,Hẻm 620/49 Đường Đồng Khởi,street
osm_street_way_1027286098,29,,Hẻm 970 Đường Đồng Khởi,street
osm_street_way_1027290045,29,,Hẻm 272 Đường Phan Trung,street
osm_street_way_1027290046,29,,Hẻm 26 Đường Lý Văn Sâm,street
osm_street_way_1027579635,02,,Nguyễn Cao,street
osm_street_way_1027598492,29,,Hẻm 548 Đường Đồng Khởi,street
osm_street_way_1028252747,02,,Thung Lũng Xanh,street
osm_street_way_1028563990,09,,Đường Nguyễn Văn Linh,street
osm_street_way_1028601809,09,,Đường Ngô Gia Khảm,highway
osm_street_way_1028601810,09,,Đường Lê Trọng Tấn,street
osm_street_way_1028601811,09,,Cầu Bản Cá,highway
osm_street_way_1028612029,09,,Đường Bản Bó,street
osm_street_way_1028668979,16,,Phố Vũ Trọng Phụng,street
osm_street_way_1028668981,16,,Phố Hồ Xuân Hương,street
osm_street_way_1028668984,16,,Đường Lý Quốc Sư,street
osm_street_way_1028817107,25,,Đường số 12,street
osm_street_way_1028838871,25,,Đường số 5,street
osm_street_way_1028865640,29,,Cầu Suối Độn,highway
osm_street_way_1028896448,01,,Ngõ 30,street
osm_street_way_1028909288,03,,Bùi Xá,street
osm_street_way_1028918975,02,,Hẻm 158 Trần Huy Liệu,street
osm_street_way_1028918976,02,,Hẻm 73 Hoàng Văn Thụ,street
osm_street_way_1028918977,02,,Hẻm 176 Trần Huy Liệu,street
osm_street_way_1028933291,15,,Phố Bế Văn Đàn,highway
osm_street_way_1028933292,15,,Phố Thầu,street
osm_street_way_1028933294,15,,Đường Đông Khê,highway
osm_street_way_1028985874,09,,Đường 99,highway
osm_street_way_1028985875,09,,Đường Tà Xùa,highway
osm_street_way_1028991512,32,,Đường Sổ 01 A,street
osm_street_way_1028991513,32,,Đường 2C,street
osm_street_way_1029038404,30,,Đường Số 673,street
osm_street_way_1029178107,02,,Hẻm 113 Nguyễn Văn Hưởng,street
osm_street_way_1029183780,02,,Hẻm 308 Nguyễn Thượng Hiền,street
osm_street_way_1029222820,29,,Hẻm 63/23 Đường số 10,street
osm_street_way_1029241597,29,,Hẻm 30 Đặng Đức Thuật,street
osm_street_way_1029263482,32,,Bà Chánh Thâu,street
osm_street_way_1029477867,03,,Phong Yên,street
osm_street_way_1029903610,29,,Hẻm 1 Đồng Khởi,street
